episode,score,reward,epsilon,best_score_so_far
610,6,-357.7000000000002,0.07974651861802838,14
611,9,-352.65000000000003,0.0795072790621743,14
612,3,-380.49999999999994,0.07926875722498777,14
613,0,-134.4,0.0790309509533128,14
614,1,-111.35,0.07879385810045286,14
615,3,-101.5,0.0785574765261515,14
616,4,-63.85,0.07832180409657305,14
617,11,-410.35,0.07808683868428333,14
618,5,-143.55,0.07785257816823048,14
619,1,-137.85,0.07761902043372579,14
620,4,-160.04999999999998,0.07738616337242461,14
621,5,-303.44999999999993,0.07715400488230734,14
622,10,-309.25,0.07692254286766041,14
623,0,-134.45,0.07669177523905743,14
624,10,-513.4000000000001,0.07646169991334026,14
625,4,-84.95,0.07623231481360024,14
626,7,-174.25,0.07600361786915943,14
627,10,-397.75,0.07577560701555196,14
628,12,-382.75,0.0755482801945053,14
629,2,-168.9,0.07532163535392178,14
630,6,-300.45000000000005,0.07509567044786002,14
631,9,-145.7,0.07487038343651643,14
632,6,-253.6,0.07464577228620688,14
633,4,-260.29999999999995,0.07442183496934826,14
634,10,-88.15000000000002,0.07419856946444021,14
